URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
100341,205,2660,State-funded primary,373,195,178,52.28,47.72,12,3.22,130,34.85,238,134,1,63.80,35.9,0.3,194,187,323,57.89
100344,205,3300,State-funded primary,198,112,86,56.57,43.43,4,2.02,37,18.69,72,126,0,36.40,63.6,0,19,19,184,10.33
100345,205,3354,State-funded primary,588,298,290,50.68,49.32,20,3.40,49,8.33,275,313,0,46.80,53.2,0,84,88,558,15.77
100346,205,3368,State-funded primary,207,104,103,50.24,49.76,6,2.90,32,15.46,54,153,0,26.10,73.9,0,30,37,207,17.87
100347,205,3378,State-funded primary,210,110,100,52.38,47.62,11,5.24,14,6.67,101,109,0,48.10,51.9,0,46,51,210,24.29
100349,205,3463,State-funded primary,360,184,176,51.11,48.89,5,1.39,27,7.50,54,306,0,15.00,85,0,80,87,334,26.05
100350,205,3529,State-funded primary,185,87,98,47.03,52.97,11,5.95,12,6.49,65,113,7,35.10,61.1,3.8,91,85,164,51.83
100351,205,3566,State-funded primary,206,102,104,49.51,50.49,11,5.34,71,34.47,91,115,0,44.20,55.8,0,61,68,186,36.56
100352,205,3578,State-funded primary,202,114,88,56.44,43.56,6,2.97,22,10.89,62,140,0,30.70,69.3,0,23,25,202,12.38
100353,205,3600,State-funded primary,439,236,203,53.76,46.24,12,2.73,35,7.97,166,273,0,37.80,62.2,0,48,55,414,13.29
100354,205,3602,State-funded primary,212,122,90,57.55,42.45,6,2.83,23,10.85,100,110,2,47.20,51.9,0.9,23,27,193,13.99
100355,205,3645,State-funded primary,337,169,168,50.15,49.85,19,5.64,48,14.24,152,184,1,45.10,54.6,0.3,108,134,312,42.95
100357,205,3648,State-funded primary,166,83,83,50.00,50.00,6,3.61,21,12.65,59,107,0,35.50,64.5,0,54,55,155,35.48
100366,205,6011,Independent school,789,789,0,100.00,0.00,1,0.13,36,4.56,0,0,0,0.00,0,0,0
100368,205,6216,Independent school,310,310,0,100.00,0.00,0,0.00,15,4.84,0,0,0,0.00,0,0,0
100369,205,6291,Independent school,820,820,0,100.00,0.00,0,0.00,103,12.56,0,0,0,0.00,0,0,0
100370,205,6306,Independent school,1427,712,715,49.89,50.11,5,0.35,291,20.39,0,0,0,0.00,0,0,0
100371,205,6359,Independent school,243,121,122,49.79,50.21,1,0.41,22,9.05,0,0,0,0.00,0,0,0
100372,205,6382,Independent school,86,46,40,53.49,46.51,1,1.16,0,0.00,0,0,0,0.00,0,0,0
100373,205,6384,Independent school,408,201,207,49.26,50.74,0,0.00,123,30.15,0,0,0,0.00,0,0,0
100375,205,6386,Independent school,101,43,58,42.57,57.43,0,0.00,1,0.99,0,0,0,0.00,0,0,0
100376,205,6387,Independent school,26,15,11,57.69,42.31,0,0.00,0,0.00,0,0,0,0.00,0,0,0
100379,205,7153,State-funded special school,104,37,67,35.58,64.42,104,100.00,0,0.00,21,80,3,20.20,76.9,2.9,47,61,104,58.65
100381,205,7203,State-funded special school,71,33,38,46.48,53.52,70,98.59,1,1.41,44,27,0,62.00,38,0,41,34,55,61.82
100382,205,7204,State-funded special school,128,27,101,21.09,78.91,128,100.00,0,0.00,32,96,0,25.00,75,0,79,102,128,79.69
100384,206,1009,State-funded nursery,96,49,47,51.04,48.96,0,0.00,19,19.79,51,45,0,53.10,46.9,0,21
100385,206,1033,State-funded nursery,93,50,43,53.76,46.24,0,0.00,9,9.68,31,62,0,33.30,66.7,0,37
100386,206,1047,State-funded nursery,113,54,59,47.79,52.21,0,0.00,0,0.00,31,80,2,27.40,70.8,1.8,15
100388,206,1101,Pupil referral unit,17,1,16,5.88,94.12,12,70.59,5,29.41,2,15,0,11.80,88.2,0,16,16,17,94.12
100391,206,1104,Pupil referral unit,36,14,22,38.89,61.11,7,19.44,28,77.78,1,35,0,2.80,97.2,0,32,33,36,91.67
100397,206,2015,State-funded primary,513,267,246,52.05,47.95,14,2.73,52,10.14,169,341,3,32.90,66.5,0.6,120,115,410,28.05
100401,206,2128,State-funded primary,152,71,81,46.71,53.29,10,6.58,24,15.79,89,63,0,58.60,41.4,0,68,75,142,52.82
100402,206,2166,State-funded primary,290,130,160,44.83,55.17,14,4.83,19,6.55,105,185,0,36.20,63.8,0,79,81,260,31.15
100403,206,2170,State-funded primary,393,194,199,49.36,50.64,12,3.05,59,15.01,289,104,0,73.50,26.5,0,212,216,345,62.61
100405,206,2251,State-funded primary,229,115,114,50.22,49.78,6,2.62,40,17.47,96,133,0,41.90,58.1,0,45,44,207,21.26
100406,206,2261,State-funded primary,450,229,221,50.89,49.11,12,2.67,167,37.11,236,214,0,52.40,47.6,0,167,160,400,40.00
100407,206,2279,State-funded primary,320,141,179,44.06,55.94,8,2.50,73,22.81,71,247,2,22.20,77.2,0.6,99,111,289,38.41
100408,206,2282,State-funded primary,384,200,184,52.08,47.92,13,3.39,31,8.07,115,268,1,29.90,69.8,0.3,176,154,274,56.20
100411,206,2379,State-funded primary,362,177,185,48.90,51.10,65,17.96,48,13.26,128,234,0,35.40,64.6,0,179,184,338,54.44
100415,206,2429,State-funded primary,411,213,198,51.82,48.18,13,3.16,85,20.68,222,189,0,54.00,46,0,176,168,313,53.67
100418,206,2455,State-funded primary,329,176,153,53.50,46.50,4,1.22,43,13.07,225,104,0,68.40,31.6,0,164,156,274,56.93
100422,206,2515,State-funded primary,221,104,117,47.06,52.94,14,6.33,48,21.72,99,122,0,44.80,55.2,0,88,92,176,52.27
100425,206,2596,State-funded primary,463,245,218,52.92,47.08,20,4.32,71,15.33,133,327,3,28.70,70.6,0.6,177,188,416,45.19
100426,206,2624,State-funded primary,181,84,97,46.41,53.59,4,2.21,30,16.57,61,120,0,33.70,66.3,0,91,93,164,56.71
100428,206,2646,State-funded primary,261,123,138,47.13,52.87,11,4.21,39,14.94,160,101,0,61.30,38.7,0,153,136,218,62.39
100429,206,2666,State-funded primary,453,218,235,48.12,51.88,10,2.21,82,18.10,76,374,3,16.80,82.6,0.7,71,67,418,16.03
100430,206,2803,State-funded primary,418,196,222,46.89,53.11,22,5.26,45,10.77,79,333,6,18.90,79.7,1.4,166,163,368,44.29
100431,206,2805,State-funded primary,278,135,143,48.56,51.44,8,2.88,40,14.39,149,128,1,53.60,46,0.4,111,120,233,51.50
100432,206,2809,State-funded primary,408,174,234,42.65,57.35,19,4.66,46,11.27,117,291,0,28.70,71.3,0,165,194,386,50.26
100434,206,2850,State-funded primary,362,168,194,46.41,53.59,17,4.70,62,17.13,90,272,0,24.90,75.1,0,128,139,283,49.12
100437,206,3384,State-funded primary,459,212,247,46.19,53.81,10,2.18,41,8.93,252,207,0,54.90,45.1,0,211,213,411,51.82
100438,206,3456,State-funded primary,276,141,135,51.09,48.91,11,3.99,76,27.54,136,140,0,49.30,50.7,0,145,144,253,56.92
100439,206,3465,State-funded primary,225,107,118,47.56,52.44,9,4.00,35,15.56,57,168,0,25.30,74.7,0,103,99,187,52.94
100440,206,3471,State-funded primary,203,82,121,40.39,59.61,9,4.43,29,14.29,47,155,1,23.20,76.4,0.5,52,67,203,33.00
100441,206,3483,State-funded primary,424,204,220,48.11,51.89,5,1.18,32,7.55,128,296,0,30.20,69.8,0,104,112,381,29.40
100442,206,3488,State-funded primary,141,67,74,47.52,52.48,14,9.93,18,12.77,25,116,0,17.70,82.3,0,53,55,141,39.01
100443,206,3495,State-funded primary,228,115,113,50.44,49.56,10,4.39,28,12.28,100,128,0,43.90,56.1,0,87,91,204,44.61
100444,206,3501,State-funded primary,228,120,108,52.63,47.37,12,5.26,34,14.91,59,168,1,25.90,73.7,0.4,91,102,195,52.31
100446,206,3527,State-funded primary,176,90,86,51.14,48.86,1,0.57,21,11.93,67,109,0,38.10,61.9,0,114,117,176,66.48
100447,206,3575,State-funded primary,214,112,102,52.34,47.66,4,1.87,33,15.42,80,134,0,37.40,62.6,0,98,96,192,50.00
100448,206,3606,State-funded primary,197,86,111,43.65,56.35,6,3.05,39,19.80,61,136,0,31.00,69,0,100,109,197,55.33
100449,206,3631,State-funded primary,436,224,212,51.38,48.62,11,2.52,68,15.60,189,247,0,43.30,56.7,0,107,101,397,25.44
100450,206,3633,State-funded primary,279,141,138,50.54,49.46,8,2.87,47,16.85,130,149,0,46.60,53.4,0,157,159,252,63.10
100451,206,3643,State-funded primary,116,51,65,43.97,56.03,3,2.59,21,18.10,32,84,0,27.60,72.4,0,64,68,111,61.26
100453,206,4112,State-funded secondary,428,177,251,41.36,58.64,26,6.07,68,15.89,145,283,0,33.90,66.1,0,280,311,428,72.66
100455,206,4307,State-funded secondary,768,768,0,100.00,0.00,10,1.30,132,17.19,445,323,0,57.90,42.1,0,343,359,675,53.19
100457,206,4324,State-funded secondary,877,877,0,100.00,0.00,21,2.39,125,14.25,477,360,40,54.40,41,4.6,390,467,877,53.25
100458,206,4614,State-funded secondary,1047,44,1003,4.20,95.80,29,2.77,167,15.95,316,731,0,30.20,69.8,0,342,365,844,43.25
100459,206,4651,State-funded secondary,636,2,634,0.31,99.69,15,2.36,54,8.49,391,222,23,61.50,34.9,3.6,252,251,533,47.09
100462,206,6299,Independent school,73,19,54,26.03,73.97,2,2.74,0,0.00,0,0,0,0.00,0,0,0
100463,201,6354,Independent school,236,116,120,49.15,50.85,0,0.00,42,17.80,0,0,0,0.00,0,0,0
100467,206,7030,State-funded special school,83,39,44,46.99,53.01,83,100.00,0,0.00,43,40,0,51.80,48.2,0,41,28,59,47.46
100469,206,7146,State-funded special school,135,48,87,35.56,64.44,135,100.00,0,0.00,37,98,0,27.40,72.6,0,95,78,102,76.47
100472,207,1010,State-funded nursery,49,21,28,42.86,57.14,1,2.04,15,30.61,17,32,0,34.70,65.3,0,24
100473,207,1021,State-funded nursery,68,36,32,52.94,47.06,0,0.00,17,25.00,44,24,0,64.70,35.3,0,20
100474,207,1053,State-funded nursery,69,30,39,43.48,56.52,2,2.90,14,20.29,36,33,0,52.20,47.8,0,6
100475,207,1054,State-funded nursery,48,17,31,35.42,64.58,3,6.25,11,22.92,15,33,0,31.30,68.8,0,28
100477,207,2021,State-funded primary,189,87,102,46.03,53.97,10,5.29,31,16.40,146,43,0,77.20,22.8,0,107,101,169,59.76
100478,207,2030,State-funded primary,369,167,202,45.26,54.74,29,7.86,67,18.16,126,243,0,34.10,65.9,0,206,201,346,58.09
100479,207,2050,State-funded primary,339,155,184,45.72,54.28,15,4.42,27,7.96,206,132,1,60.80,38.9,0.3,115,106,298,35.57
100480,207,2060,State-funded primary,440,219,221,49.77,50.23,13,2.95,36,8.18,263,177,0,59.80,40.2,0,35,41,411,9.98
100481,207,2121,State-funded primary,455,208,247,45.71,54.29,9,1.98,74,16.26,276,179,0,60.70,39.3,0,106,111,414,26.81
100482,207,2229,State-funded primary,408,218,190,53.43,46.57,20,4.90,49,12.01,323,85,0,79.20,20.8,0,43,48,408,11.76
100483,207,2399,State-funded primary,439,210,229,47.84,52.16,30,6.83,27,6.15,235,204,0,53.50,46.5,0,175,172,395,43.54
100485,207,2452,State-funded primary,264,124,140,46.97,53.03,12,4.55,33,12.50,100,163,1,37.90,61.7,0.4,146,137,237,57.81
100486,207,2456,State-funded primary,190,84,106,44.21,55.79,9,4.74,13,6.84,103,87,0,54.20,45.8,0,96,96,170,56.47
100487,207,2538,State-funded primary,325,150,175,46.15,53.85,15,4.62,83,25.54,217,108,0,66.80,33.2,0,172,181,325,55.69
100488,207,2594,State-funded primary,231,119,112,51.52,48.48,12,5.19,20,8.66,126,105,0,54.50,45.5,0,88,85,209,40.67
100489,207,3321,State-funded primary,204,106,98,51.96,48.04,13,6.37,30,14.71,46,158,0,22.50,77.5,0,24,28,204,13.73
100490,207,3356,State-funded primary,175,88,87,50.29,49.71,18,10.29,34,19.43,38,137,0,21.70,78.3,0,60,61,175,34.86
100491,207,3379,State-funded primary,210,87,123,41.43,58.57,4,1.90,38,18.10,102,108,0,48.60,51.4,0,12,14,210,6.67
100492,207,3402,State-funded primary,209,104,105,49.76,50.24,12,5.74,36,17.22,133,75,1,63.60,35.9,0.5,96,101,187,54.01
100493,207,3417,State-funded primary,193,88,105,45.60,54.40,8,4.15,16,8.29,77,116,0,39.90,60.1,0,31,33,193,17.10
100494,207,3437,State-funded primary,198,96,102,48.48,51.52,7,3.54,30,15.15,51,147,0,25.80,74.2,0,87,89,181,49.17
100495,207,3455,State-funded primary,191,94,97,49.21,50.79,6,3.14,29,15.18,113,76,2,59.20,39.8,1,80,80,172,46.51
100497,207,3504,State-funded primary,178,96,82,53.93,46.07,2,1.12,17,9.55,107,70,1,60.10,39.3,0.6,19,21,178,11.80
100498,207,3541,State-funded primary,187,84,103,44.92,55.08,5,2.67,17,9.09,141,46,0,75.40,24.6,0,76,75,157,47.77
100499,207,3542,State-funded primary,224,114,110,50.89,49.11,9,4.02,27,12.05,106,118,0,47.30,52.7,0,113,107,203,52.71
100500,207,3613,State-funded primary,217,114,103,52.53,47.47,11,5.07,20,9.22,76,138,3,35.00,63.6,1.4,49,54,197,27.41
100502,207,4681,State-funded secondary,647,257,390,39.72,60.28,21,3.25,100,15.46,354,289,4,54.70,44.7,0.6,178,227,647,35.09
100503,207,4801,State-funded secondary,691,346,345,50.07,49.93,36,5.21,114,16.50,403,288,0,58.30,41.7,0,274,309,691,44.72
100504,207,5200,State-funded primary,172,94,78,54.65,45.35,4,2.33,13,7.56,119,53,0,69.20,30.8,0,18,18,172,10.47
100505,207,5201,State-funded primary,247,124,123,50.20,49.80,9,3.64,29,11.74,99,148,0,40.10,59.9,0,107,102,223,45.74
100507,207,6003,Independent school,74,42,32,56.76,43.24,1,1.35,14,18.92,0,0,0,0.00,0,0,0
100508,207,6004,Independent school,251,251,0,100.00,0.00,0,0.00,19,7.57,0,0,0,0.00,0,0,0
100509,205,6392,Independent school,300,300,0,100.00,0.00,0,0.00,8,2.67,0,0,0,0.00,0,0,0
100510,207,6025,Independent school,206,136,70,66.02,33.98,0,0.00,28,13.59,0,0,0,0.00,0,0,0
100511,207,6026,Independent school,490,490,0,100.00,0.00,0,0.00,116,23.67,0,0,0,0.00,0,0,0
100513,207,6095,Independent school,109,47,62,43.12,56.88,30,27.52,2,1.83,0,0,0,0.00,0,0,0
100514,207,6096,Independent school,189,0,189,0.00,100.00,1,0.53,32,16.93,0,0,0,0.00,0,0,0
100516,207,6104,Independent school,82,0,82,0.00,100.00,0,0.00,7,8.54,0,0,0,0.00,0,0,0
100518,207,6188,Independent school,507,182,325,35.90,64.10,2,0.39,71,14.00,0,0,0,0.00,0,0,0
100519,207,6189,Independent school,354,0,354,0.00,100.00,0,0.00,96,27.12,0,0,0,0.00,0,0,0
100520,207,6193,Independent school,343,186,157,54.23,45.77,0,0.00,1,0.29,0,0,0,0.00,0,0,0
100521,207,6202,Independent school,138,138,0,100.00,0.00,2,1.45,67,48.55,0,0,0,0.00,0,0,0
100522,207,6213,Independent school,457,257,200,56.24,43.76,0,0.00,9,1.97,0,0,0,0.00,0,0,0
100523,313,6071,Independent school,74,5,69,6.76,93.24,0,0.00,15,20.27,0,0,0,0.00,0,0,0
100527,205,6399,Independent school,260,260,0,100.00,0.00,0,0.00,76,29.23,0,0,0,0.00,0,0,0
100528,936,6016,Independent school,399,0,399,0.00,100.00,5,1.25,105,26.32,0,0,0,0.00,0,0,0
100529,208,6004,Independent school,333,172,161,51.65,48.35,7,2.10,62,18.62,0,0,0,0.00,0,0,0
100530,212,6401,Independent school,702,322,380,45.87,54.13,0,0.00,111,15.81,0,0,0,0.00,0,0,0
100531,207,6303,Independent school,418,418,0,100.00,0.00,0,0.00,19,4.55,0,0,0,0.00,0,0,0
100532,207,6305,Independent school,399,200,199,50.13,49.87,1,0.25,0,0.00,0,0,0,0.00,0,0,0
100533,207,6316,Independent school,398,200,198,50.25,49.75,0,0.00,69,17.34,0,0,0,0.00,0,0,0
100534,207,6317,Independent school,385,197,188,51.17,48.83,0,0.00,106,27.53,0,0,0,0.00,0,0,0
100536,213,6389,Independent school,244,107,137,43.85,56.15,0,0.00,14,5.74,0,0,0,0.00,0,0,0
100537,207,6348,Independent school,227,112,115,49.34,50.66,0,0.00,96,42.29,0,0,0,0.00,0,0,0
100538,207,6350,Independent school,46,19,27,41.30,58.70,0,0.00,8,17.39,0,0,0,0.00,0,0,0
100539,207,6362,Independent school,119,59,60,49.58,50.42,3,2.52,80,67.23,0,0,0,0.00,0,0,0
100540,207,6363,Independent school,429,232,197,54.08,45.92,2,0.47,121,28.21,0,0,0,0.00,0,0,0
100541,213,6386,Independent school,205,75,130,36.59,63.41,7,3.41,101,49.27,0,0,0,0.00,0,0,0
100542,207,6383,Independent school,160,80,80,50.00,50.00,0,0.00,29,18.13,0,0,0,0.00,0,0,0
100543,213,6390,Independent school,103,57,46,55.34,44.66,0,0.00,17,16.50,0,0,0,0.00,0,0,0
100544,201,6000,Independent school,269,115,154,42.75,57.25,0,0.00,46,17.10,0,0,0,0.00,0,0,0
100545,207,6387,Independent school,136,60,76,44.12,55.88,2,1.47,0,0.00,0,0,0,0.00,0,0,0
100547,207,6391,Independent school,3442,1734,1708,50.38,49.62,0,0.00,0,0.00,0,0,0,0.00,0,0,0
100550,208,1027,State-funded nursery,70,25,45,35.71,64.29,9,12.86,10,14.29,37,33,0,52.90,47.1,0,19
100551,208,1043,State-funded nursery,100,42,58,42.00,58.00,1,1.00,7,7.00,34,65,1,34.00,65,1,26
100552,208,1049,State-funded nursery,92,44,48,47.83,52.17,2,2.17,23,25.00,55,37,0,59.80,40.2,0,41
100553,208,1055,State-funded nursery,100,49,51,49.00,51.00,4,4.00,31,31.00,49,51,0,49.00,51,0,42
100554,208,1058,State-funded nursery,130,61,69,46.92,53.08,5,3.85,23,17.69,53,75,2,40.80,57.7,1.5,35
100556,208,2022,State-funded primary,228,129,99,56.58,43.42,4,1.75,28,12.28,97,131,0,42.50,57.5,0,76,77,202,38.12
100560,208,2115,State-funded primary,422,215,207,50.95,49.05,13,3.08,63,14.93,158,264,0,37.40,62.6,0,149,144,389,37.02
100564,208,2265,State-funded primary,619,318,301,51.37,48.63,11,1.78,60,9.69,327,287,5,52.80,46.4,0.8,325,307,565,54.34
100566,208,2292,State-funded primary,351,166,185,47.29,52.71,8,2.28,31,8.83,130,221,0,37.00,63,0,112,113,317,35.65
100567,208,2295,State-funded primary,798,396,402,49.62,50.38,16,2.01,26,3.26,372,426,0,46.60,53.4,0,129,136,733,18.55
100572,208,2331,State-funded primary,350,185,165,52.86,47.14,9,2.57,20,5.71,106,243,1,30.30,69.4,0.3,123,136,322,42.24
100574,208,2359,State-funded primary,605,287,318,47.44,52.56,15,2.48,129,21.32,229,375,1,37.90,62,0.2,243,244,554,44.04
100576,208,2371,State-funded primary,350,155,195,44.29,55.71,61,17.43,84,24.00,263,87,0,75.10,24.9,0,181,172,298,57.72
100577,208,2459,State-funded primary,531,251,280,47.27,52.73,10,1.88,59,11.11,175,356,0,33.00,67,0,113,126,501,25.15
100578,208,2504,State-funded primary,278,129,149,46.40,53.60,14,5.04,53,19.06,151,127,0,54.30,45.7,0,123,116,256,45.31
100582,208,2902,State-funded primary,470,213,257,45.32,54.68,13,2.77,7,1.49,257,213,0,54.70,45.3,0,172,218,410,53.17
100584,208,2575,State-funded primary,329,164,165,49.85,50.15,14,4.26,50,15.20,147,182,0,44.70,55.3,0,120,115,296,38.85
100585,208,2578,State-funded primary,425,216,209,50.82,49.18,14,3.29,89,20.94,257,168,0,60.50,39.5,0,198,183,376,48.67
100586,208,2591,State-funded primary,411,196,215,47.69,52.31,10,2.43,67,16.30,105,303,3,25.50,73.7,0.7,52,57,378,15.08
100588,208,2617,State-funded primary,234,121,113,51.71,48.29,5,2.14,40,17.09,152,81,1,65.00,34.6,0.4,140,127,205,61.95
100589,208,2626,State-funded primary,328,174,154,53.05,46.95,8,2.44,43,13.11,144,184,0,43.90,56.1,0,99,101,292,34.59
100590,208,2657,State-funded secondary,1483,728,755,49.09,50.91,43,2.90,159,10.72,762,720,1,51.40,48.6,0.1,333,389,1418,27.43
100591,208,2664,State-funded primary,482,201,281,41.70,58.30,101,20.95,83,17.22,299,183,0,62.00,38,0,245,252,442,57.01
100593,208,2783,State-funded primary,300,134,166,44.67,55.33,20,6.67,47,15.67,111,184,5,37.00,61.3,1.7,127,130,276,47.10
100595,208,2785,State-funded primary,376,187,189,49.73,50.27,10,2.66,91,24.20,190,183,3,50.50,48.7,0.8,181,208,355,58.59
100597,208,2794,State-funded primary,391,210,181,53.71,46.29,10,2.56,59,15.09,96,261,34,24.60,66.8,8.7,109,121,367,32.97
100598,208,2808,State-funded primary,380,182,198,47.89,52.11,41,10.79,91,23.95,219,161,0,57.60,42.4,0,165,171,343,49.85
100601,208,2836,State-funded primary,163,81,82,49.69,50.31,7,4.29,35,21.47,88,75,0,54.00,46,0,106,112,163,68.71
100602,208,5209,State-funded primary,974,510,464,52.36,47.64,25,2.57,125,12.83,366,608,0,37.60,62.4,0,159,163,928,17.56
100604,208,2868,State-funded primary,215,114,101,53.02,46.98,9,4.19,22,10.23,105,110,0,48.80,51.2,0,79,85,196,43.37
100608,208,2895,State-funded primary,225,103,122,45.78,54.22,6,2.67,25,11.11,86,139,0,38.20,61.8,0,54,55,206,26.70
100609,208,3307,State-funded primary,387,203,184,52.45,47.55,20,5.17,70,18.09,156,221,10,40.30,57.1,2.6,148,162,361,44.88
100610,208,3324,State-funded primary,196,88,108,44.90,55.10,5,2.55,22,11.22,39,157,0,19.90,80.1,0,84,92,186,49.46
100612,208,3375,State-funded primary,177,85,92,48.02,51.98,11,6.21,13,7.34,31,146,0,17.50,82.5,0,53,54,160,33.75
100613,208,3403,State-funded primary,184,100,84,54.35,45.65,6,3.26,15,8.15,59,125,0,32.10,67.9,0,75,89,184,48.37
100614,208,3457,State-funded primary,158,86,72,54.43,45.57,6,3.80,26,16.46,77,81,0,48.70,51.3,0,64,65,142,45.77
100615,208,3466,State-funded primary,212,116,96,54.72,45.28,4,1.89,32,15.09,98,114,0,46.20,53.8,0,101,104,195,53.33
100616,208,3491,State-funded primary,193,106,87,54.92,45.08,6,3.11,9,4.66,40,153,0,20.70,79.3,0,40,47,193,24.35
100619,208,3502,State-funded primary,205,106,99,51.71,48.29,8,3.90,28,13.66,149,56,0,72.70,27.3,0,99,93,175,53.14
100620,208,3589,State-funded primary,191,88,103,46.07,53.93,1,0.52,47,24.61,72,119,0,37.70,62.3,0,45,48,191,25.13
100621,208,3596,State-funded primary,208,102,106,49.04,50.96,5,2.40,31,14.90,161,47,0,77.40,22.6,0,95,105,181,58.01
100622,208,3621,State-funded primary,249,138,111,55.42,44.58,15,6.02,11,4.42,140,108,1,56.20,43.4,0.4,116,121,249,48.59
100623,208,3641,State-funded primary,286,144,142,50.35,49.65,16,5.59,63,22.03,219,67,0,76.60,23.4,0,126,132,265,49.81
100624,208,4223,State-funded secondary,1086,554,532,51.01,48.99,42,3.87,252,23.20,376,704,6,34.60,64.8,0.6,294,304,899,33.82
100625,208,4321,State-funded secondary,870,423,447,48.62,51.38,47,5.40,57,6.55,454,416,0,52.20,47.8,0,317,339,614,55.21
100627,208,4509,State-funded secondary,595,290,305,48.74,51.26,25,4.20,110,18.49,319,276,0,53.60,46.4,0,237,302,595,50.76
100628,208,5200,State-funded primary,199,102,97,51.26,48.74,5,2.51,32,16.08,146,53,0,73.40,26.6,0,85,115,199,57.79
100629,208,5201,State-funded primary,321,166,155,51.71,48.29,10,3.12,40,12.46,244,77,0,76.00,24,0,114,111,299,37.12
100631,208,5203,State-funded primary,124,66,58,53.23,46.77,3,2.42,5,4.03,67,57,0,54.00,46,0,47,43,100,43.00
100632,208,5204,State-funded primary,401,186,215,46.38,53.62,9,2.24,18,4.49,289,112,0,72.10,27.9,0,51,57,401,14.21
100633,208,5205,State-funded primary,421,202,219,47.98,52.02,8,1.90,38,9.03,200,221,0,47.50,52.5,0,72,69,387,17.83
100634,208,5206,State-funded primary,237,125,112,52.74,47.26,6,2.53,37,15.61,107,129,1,45.10,54.4,0.4,113,101,203,49.75
100636,208,5208,State-funded primary,318,169,149,53.14,46.86,8,2.52,35,11.01,185,133,0,58.20,41.8,0,87,83,291,28.52
100637,208,5400,State-funded secondary,1130,1094,36,96.81,3.19,15,1.33,71,6.28,569,561,0,50.40,49.6,0,308,343,834,41.13
100638,208,5401,State-funded secondary,1200,549,651,45.75,54.25,47,3.92,125,10.42,487,713,0,40.60,59.4,0,186,195,938,20.79
100642,208,5405,State-funded secondary,622,2,620,0.32,99.68,36,5.79,98,15.76,261,359,2,42.00,57.7,0.3,202,225,449,50.11
