"Year","Predicted SQA higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","9 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2010","10 point(s)","White","Main scheme applicant","All","15","10"," ","0"
"2011","10 point(s)","White","Main scheme applicant","All","15","5"," ","0"
"2012","10 point(s)","White","Main scheme applicant","All","15","0"," ","0"
"2013","10 point(s)","White","Main scheme applicant","All","10","5"," ","0"
"2014","10 point(s)","White","Main scheme applicant","All","10","5"," ","0"
"2015","10 point(s)","White","Main scheme applicant","All","10","0"," ","0"
"2016","10 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2017","10 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2018","10 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2019","10 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2020","10 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2022","10 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2023","10 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2010","11 point(s)","White","Main scheme applicant","All","20","15","0.682","0"
"2011","11 point(s)","White","Main scheme applicant","All","20","10"," ","0"
"2012","11 point(s)","White","Main scheme applicant","All","30","10","0.367","0"
"2013","11 point(s)","White","Main scheme applicant","All","20","10"," ","0"
"2014","11 point(s)","White","Main scheme applicant","All","20","5"," ","0"
"2015","11 point(s)","White","Main scheme applicant","All","5","5"," ","0"
"2016","11 point(s)","White","Main scheme applicant","All","15","5"," ","0"
"2017","11 point(s)","White","Main scheme applicant","All","10","5"," ","0"
"2018","11 point(s)","White","Main scheme applicant","All","15","5"," ","0"
"2019","11 point(s)","White","Main scheme applicant","All","10","5"," ","0"
"2020","11 point(s)","White","Main scheme applicant","All","5","5"," ","0"
"2021","11 point(s)","White","Main scheme applicant","All","5","5"," ","0"
"2022","11 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2023","11 point(s)","White","Main scheme applicant","All","5","5"," ","0"
"2010","12 point(s)","White","Main scheme applicant","All","50","25","0.462","0"
"2011","12 point(s)","White","Main scheme applicant","All","30","10"," ","0"
"2012","12 point(s)","White","Main scheme applicant","All","30","10","0.313","0"
"2013","12 point(s)","White","Main scheme applicant","All","30","15","0.406","0"
"2014","12 point(s)","White","Main scheme applicant","All","35","10","0.28600000000000003","0"
"2015","12 point(s)","White","Main scheme applicant","All","30","10","0.355","0"
"2016","12 point(s)","White","Main scheme applicant","All","20","5"," ","0"
"2017","12 point(s)","White","Main scheme applicant","All","15","5"," ","0"
"2018","12 point(s)","White","Main scheme applicant","All","10","5"," ","0"
"2019","12 point(s)","White","Main scheme applicant","All","10","5"," ","0"
"2020","12 point(s)","White","Main scheme applicant","All","15","10"," ","0"
"2021","12 point(s)","White","Main scheme applicant","All","10","5"," ","0"
"2022","12 point(s)","White","Main scheme applicant","All","10","5"," ","0"
"2023","12 point(s)","White","Main scheme applicant","All","15","10"," ","0"
"2010","13 point(s)","White","Main scheme applicant","All","45","25","0.5680000000000001","0"
"2011","13 point(s)","White","Main scheme applicant","All","45","25","0.545","0"
"2012","13 point(s)","White","Main scheme applicant","All","55","25","0.47400000000000003","0"
"2013","13 point(s)","White","Main scheme applicant","All","45","15","0.386","0"
"2014","13 point(s)","White","Main scheme applicant","All","45","15","0.386","0"
"2015","13 point(s)","White","Main scheme applicant","All","40","10","0.263","0"
"2016","13 point(s)","White","Main scheme applicant","All","30","15","0.464","0"
"2017","13 point(s)","White","Main scheme applicant","All","10","5"," ","0"
"2018","13 point(s)","White","Main scheme applicant","All","25","5"," ","0"
"2019","13 point(s)","White","Main scheme applicant","All","25","10"," ","0"
"2020","13 point(s)","White","Main scheme applicant","All","20","10","0.632","0"
"2021","13 point(s)","White","Main scheme applicant","All","25","15","0.708","0"
"2022","13 point(s)","White","Main scheme applicant","All","5","0"," ","0"
"2023","13 point(s)","White","Main scheme applicant","All","10","10"," ","0"
"2010","14 point(s)","White","Main scheme applicant","All","40","25","0.65","0"
"2011","14 point(s)","White","Main scheme applicant","All","40","25","0.548","0"
"2012","14 point(s)","White","Main scheme applicant","All","50","20","0.417","0"
"2013","14 point(s)","White","Main scheme applicant","All","55","25","0.434","0"
"2014","14 point(s)","White","Main scheme applicant","All","60","30","0.5","0"
"2015","14 point(s)","White","Main scheme applicant","All","65","35","0.493","0"
"2016","14 point(s)","White","Main scheme applicant","All","35","20","0.559","0"
"2017","14 point(s)","White","Main scheme applicant","All","50","30","0.612","0"
"2018","14 point(s)","White","Main scheme applicant","All","35","25","0.667","0"
"2019","14 point(s)","White","Main scheme applicant","All","25","10","0.417","0"
"2020","14 point(s)","White","Main scheme applicant","All","35","30","0.848","0"
"2021","14 point(s)","White","Main scheme applicant","All","25","15","0.68","0"
"2022","14 point(s)","White","Main scheme applicant","All","15","10"," ","0"
"2023","14 point(s)","White","Main scheme applicant","All","25","20","0.72","0"
"2010","15 point(s)","White","Main scheme applicant","All","55","35","0.667","0"
"2011","15 point(s)","White","Main scheme applicant","All","50","25","0.54","0"
"2012","15 point(s)","White","Main scheme applicant","All","70","35","0.529","0"
"2013","15 point(s)","White","Main scheme applicant","All","60","35","0.6","0"
"2014","15 point(s)","White","Main scheme applicant","All","65","30","0.47800000000000004","0"
"2015","15 point(s)","White","Main scheme applicant","All","75","40","0.5680000000000001","0"
"2016","15 point(s)","White","Main scheme applicant","All","40","25","0.61","0"
"2017","15 point(s)","White","Main scheme applicant","All","50","25","0.52","0"
"2018","15 point(s)","White","Main scheme applicant","All","55","35","0.63","0"
"2019","15 point(s)","White","Main scheme applicant","All","45","25","0.628","0"
"2020","15 point(s)","White","Main scheme applicant","All","30","20","0.645","0"
"2021","15 point(s)","White","Main scheme applicant","All","30","25","0.75","0"
"2022","15 point(s)","White","Main scheme applicant","All","20","10","0.524","0"
"2023","15 point(s)","White","Main scheme applicant","All","30","20","0.679","0"
"2010","16 point(s)","White","Main scheme applicant","All","30","25","0.862","0"
"2011","16 point(s)","White","Main scheme applicant","All","35","25","0.6940000000000001","0"
"2012","16 point(s)","White","Main scheme applicant","All","40","25","0.711","0"
"2013","16 point(s)","White","Main scheme applicant","All","45","35","0.767","0"
"2014","16 point(s)","White","Main scheme applicant","All","55","35","0.636","0"
"2015","16 point(s)","White","Main scheme applicant","All","50","20","0.41200000000000003","0"
"2016","16 point(s)","White","Main scheme applicant","All","45","30","0.617","0"
"2017","16 point(s)","White","Main scheme applicant","All","55","35","0.673","0"
"2018","16 point(s)","White","Main scheme applicant","All","50","30","0.583","0"
"2019","16 point(s)","White","Main scheme applicant","All","45","35","0.795","0"
"2020","16 point(s)","White","Main scheme applicant","All","40","30","0.795","0"
"2021","16 point(s)","White","Main scheme applicant","All","25","15","0.68","0"
"2022","16 point(s)","White","Main scheme applicant","All","30","25","0.8210000000000001","0"
"2023","16 point(s)","White","Main scheme applicant","All","25","20","0.667","0"
"2010","17 point(s)","White","Main scheme applicant","All","20","15","0.773","0"
"2011","17 point(s)","White","Main scheme applicant","All","20","15","0.7000000000000001","0"
"2012","17 point(s)","White","Main scheme applicant","All","35","30","0.757","0"
"2013","17 point(s)","White","Main scheme applicant","All","25","20","0.8150000000000001","0"
"2014","17 point(s)","White","Main scheme applicant","All","45","30","0.6980000000000001","0"
"2015","17 point(s)","White","Main scheme applicant","All","50","30","0.64","0"
"2016","17 point(s)","White","Main scheme applicant","All","55","35","0.643","0"
"2017","17 point(s)","White","Main scheme applicant","All","45","30","0.721","0"
"2018","17 point(s)","White","Main scheme applicant","All","35","30","0.784","0"
"2019","17 point(s)","White","Main scheme applicant","All","35","20","0.543","0"
"2020","17 point(s)","White","Main scheme applicant","All","40","30","0.732","0"
"2021","17 point(s)","White","Main scheme applicant","All","45","40","0.87","0"
"2022","17 point(s)","White","Main scheme applicant","All","20","15","0.591","0"
"2023","17 point(s)","White","Main scheme applicant","All","25","20","0.75","0"
