"Year","Difference between predicted and achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","0 points","Asian","Main scheme applicant","Main scheme application","125","105","0.84","0"
"2022","0 points","Asian","Main scheme applicant","Main scheme application","120","105","0.875","0"
"2023","0 points","Asian","Main scheme applicant","Main scheme application","115","110","0.9400000000000001","0"
"2013","1 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","1 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","1 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","1 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","1 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","1 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","1 points","Asian","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2021","1 points","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","1 points","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","1 points","Asian","Main scheme applicant","Main scheme application","10","10","1","0"
"2016","2 points","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","2 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","2 points","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","2 points","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","-1 points","Asian","Main scheme applicant","Main scheme application","15","15","0.867","0"
"2011","-1 points","Asian","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2012","-1 points","Asian","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2013","-1 points","Asian","Main scheme applicant","Main scheme application","15","10","0.846","0"
"2014","-1 points","Asian","Main scheme applicant","Main scheme application","20","20","0.9","0"
"2015","-1 points","Asian","Main scheme applicant","Main scheme application","25","20","0.783","0"
"2016","-1 points","Asian","Main scheme applicant","Main scheme application","20","20","0.9","0"
"2017","-1 points","Asian","Main scheme applicant","Main scheme application","30","25","0.857","0"
"2018","-1 points","Asian","Main scheme applicant","Main scheme application","30","30","0.875","0"
"2019","-1 points","Asian","Main scheme applicant","Main scheme application","35","30","0.889","0"
"2020","-1 points","Asian","Main scheme applicant","Main scheme application","40","30","0.775","0"
"2021","-1 points","Asian","Main scheme applicant","Main scheme application","35","30","0.8290000000000001","0"
"2022","-1 points","Asian","Main scheme applicant","Main scheme application","45","40","0.8260000000000001","0"
"2023","-1 points","Asian","Main scheme applicant","Main scheme application","50","45","0.898","0"
"2010","-2 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","-2 points","Asian","Main scheme applicant","Main scheme application","20","15","0.842","0"
"2012","-2 points","Asian","Main scheme applicant","Main scheme application","15","10"," ","0"
"2013","-2 points","Asian","Main scheme applicant","Main scheme application","15","15","0.867","0"
"2014","-2 points","Asian","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2015","-2 points","Asian","Main scheme applicant","Main scheme application","25","20","0.792","0"
"2016","-2 points","Asian","Main scheme applicant","Main scheme application","20","15","0.65","0"
"2017","-2 points","Asian","Main scheme applicant","Main scheme application","15","15","0.765","0"
"2018","-2 points","Asian","Main scheme applicant","Main scheme application","25","20","0.76","0"
"2019","-2 points","Asian","Main scheme applicant","Main scheme application","30","25","0.857","0"
"2020","-2 points","Asian","Main scheme applicant","Main scheme application","25","20","0.84","0"
"2021","-2 points","Asian","Main scheme applicant","Main scheme application","30","20","0.71","0"
"2022","-2 points","Asian","Main scheme applicant","Main scheme application","40","30","0.8160000000000001","0"
"2023","-2 points","Asian","Main scheme applicant","Main scheme application","60","60","0.9520000000000001","0"
"2010","-3 points","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","-3 points","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2012","-3 points","Asian","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2013","-3 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","-3 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","-3 points","Asian","Main scheme applicant","Main scheme application","15","15","0.9410000000000001","0"
"2016","-3 points","Asian","Main scheme applicant","Main scheme application","25","15","0.652","0"
"2017","-3 points","Asian","Main scheme applicant","Main scheme application","20","15","0.75","0"
"2018","-3 points","Asian","Main scheme applicant","Main scheme application","25","15","0.63","0"
"2019","-3 points","Asian","Main scheme applicant","Main scheme application","20","15","0.737","0"
"2020","-3 points","Asian","Main scheme applicant","Main scheme application","20","15","0.81","0"
"2021","-3 points","Asian","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2022","-3 points","Asian","Main scheme applicant","Main scheme application","30","30","0.9380000000000001","0"
"2023","-3 points","Asian","Main scheme applicant","Main scheme application","35","30","0.784","0"
"2010","-4 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","-4 points","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","-4 points","Asian","Main scheme applicant","Main scheme application","20","15","0.7000000000000001","0"
"2013","-4 points","Asian","Main scheme applicant","Main scheme application","20","15","0.789","0"
"2014","-4 points","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2015","-4 points","Asian","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2016","-4 points","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2017","-4 points","Asian","Main scheme applicant","Main scheme application","20","10","0.5710000000000001","0"
"2018","-4 points","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2019","-4 points","Asian","Main scheme applicant","Main scheme application","20","20","0.8180000000000001","0"
"2020","-4 points","Asian","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2021","-4 points","Asian","Main scheme applicant","Main scheme application","15","10","0.647","0"
"2022","-4 points","Asian","Main scheme applicant","Main scheme application","25","20","0.704","0"
"2023","-4 points","Asian","Main scheme applicant","Main scheme application","50","45","0.843","0"
"2010","-5 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","-5 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","-5 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","-5 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","-5 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","-5 points","Asian","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2016","-5 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","-5 points","Asian","Main scheme applicant","Main scheme application","20","20","0.864","0"
"2018","-5 points","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","-5 points","Asian","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2020","-5 points","Asian","Main scheme applicant","Main scheme application","15","10"," ","0"
"2021","-5 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","-5 points","Asian","Main scheme applicant","Main scheme application","30","20","0.714","0"
"2023","-5 points","Asian","Main scheme applicant","Main scheme application","30","20","0.714","0"
"2010","-6 points","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
