"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2007","All","20","Not EU","Female","12360","7665","0.62"
"2008","All","20","Not EU","Female","11735","7125","0.607"
"2009","All","20","Not EU","Female","13365","8330","0.623"
"2010","All","20","Not EU","Female","15985","9625","0.602"
"2011","All","20","Not EU","Female","16360","9805","0.599"
"2012","All","20","Not EU","Female","18085","10795","0.597"
"2013","All","20","Not EU","Female","18985","11710","0.617"
"2014","All","20","Not EU","Female","21920","13650","0.623"
"2015","All","20","Not EU","Female","21275","13410","0.63"
"2016","All","20","Not EU","Female","19680","12415","0.631"
"2017","All","20","Not EU","Female","18100","11535","0.637"
"2018","All","20","Not EU","Female","16970","10555","0.622"
"2019","All","20","Not EU","Female","17575","11135","0.634"
"2020","All","20","Not EU","Female","19160","12135","0.633"
"2021","All","20","Not EU","Female","20470","12385","0.605"
"2022","All","20","Not EU","Female","22820","12460","0.546"
"2023","All","20","Not EU","Female","22965","12345","0.538"
"2006","All","21 - 24","Not EU","Female","13980","7300","0.522"
"2007","All","21 - 24","Not EU","Female","14360","7485","0.521"
"2008","All","21 - 24","Not EU","Female","12620","6550","0.519"
"2009","All","21 - 24","Not EU","Female","13870","7105","0.512"
"2010","All","21 - 24","Not EU","Female","16190","8215","0.507"
"2011","All","21 - 24","Not EU","Female","17525","9005","0.514"
"2012","All","21 - 24","Not EU","Female","18225","9125","0.501"
"2013","All","21 - 24","Not EU","Female","18685","9805","0.525"
"2014","All","21 - 24","Not EU","Female","18640","9670","0.519"
"2015","All","21 - 24","Not EU","Female","18995","10175","0.536"
"2016","All","21 - 24","Not EU","Female","17635","9225","0.523"
"2017","All","21 - 24","Not EU","Female","16815","9135","0.543"
"2018","All","21 - 24","Not EU","Female","16620","8965","0.539"
"2019","All","21 - 24","Not EU","Female","16305","9025","0.553"
"2020","All","21 - 24","Not EU","Female","16600","9265","0.558"
"2021","All","21 - 24","Not EU","Female","18535","9915","0.535"
"2022","All","21 - 24","Not EU","Female","22190","10755","0.485"
"2023","All","21 - 24","Not EU","Female","23550","10930","0.464"
"2006","All","25 - 29","Not EU","Female","4720","1900","0.402"
"2007","All","25 - 29","Not EU","Female","4200","1795","0.428"
"2008","All","25 - 29","Not EU","Female","4005","1635","0.40900000000000003"
"2009","All","25 - 29","Not EU","Female","3540","1280","0.362"
"2010","All","25 - 29","Not EU","Female","3910","1490","0.382"
"2011","All","25 - 29","Not EU","Female","3925","1365","0.34800000000000003"
"2012","All","25 - 29","Not EU","Female","3540","1360","0.385"
"2013","All","25 - 29","Not EU","Female","3635","1375","0.378"
"2014","All","25 - 29","Not EU","Female","3750","1515","0.404"
"2015","All","25 - 29","Not EU","Female","4135","1575","0.381"
"2016","All","25 - 29","Not EU","Female","3560","1380","0.388"
"2017","All","25 - 29","Not EU","Female","4025","1670","0.41400000000000003"
"2018","All","25 - 29","Not EU","Female","3875","1580","0.40700000000000003"
"2019","All","25 - 29","Not EU","Female","4265","1900","0.445"
"2020","All","25 - 29","Not EU","Female","4415","1975","0.448"
"2021","All","25 - 29","Not EU","Female","5695","2255","0.396"
"2022","All","25 - 29","Not EU","Female","7600","2565","0.338"
"2023","All","25 - 29","Not EU","Female","7910","2670","0.337"
"2006","All","30 - 34","Not EU","Female","1595","595","0.373"
"2007","All","30 - 34","Not EU","Female","1560","605","0.387"
"2008","All","30 - 34","Not EU","Female","1120","440","0.393"
"2009","All","30 - 34","Not EU","Female","1360","460","0.338"
"2010","All","30 - 34","Not EU","Female","1290","395","0.305"
"2011","All","30 - 34","Not EU","Female","1245","355","0.28700000000000003"
"2012","All","30 - 34","Not EU","Female","1180","365","0.308"
"2013","All","30 - 34","Not EU","Female","1125","400","0.354"
"2014","All","30 - 34","Not EU","Female","1070","365","0.34"
"2015","All","30 - 34","Not EU","Female","1175","350","0.299"
"2016","All","30 - 34","Not EU","Female","1125","370","0.329"
"2017","All","30 - 34","Not EU","Female","1315","425","0.325"
"2018","All","30 - 34","Not EU","Female","1200","375","0.313"
"2019","All","30 - 34","Not EU","Female","1250","480","0.384"
"2020","All","30 - 34","Not EU","Female","1855","675","0.363"
"2021","All","30 - 34","Not EU","Female","2545","780","0.306"
"2022","All","30 - 34","Not EU","Female","3915","950","0.242"
"2023","All","30 - 34","Not EU","Female","3640","930","0.255"
"2006","All","35 and over","Not EU","Female","1115","390","0.34900000000000003"
"2007","All","35 and over","Not EU","Female","1055","440","0.417"
"2008","All","35 and over","Not EU","Female","925","325","0.34900000000000003"
"2009","All","35 and over","Not EU","Female","900","275","0.306"
"2010","All","35 and over","Not EU","Female","960","290","0.304"
"2011","All","35 and over","Not EU","Female","875","245","0.28200000000000003"
"2012","All","35 and over","Not EU","Female","855","245","0.28800000000000003"
"2013","All","35 and over","Not EU","Female","805","250","0.309"
"2014","All","35 and over","Not EU","Female","845","240","0.28200000000000003"
"2015","All","35 and over","Not EU","Female","845","260","0.307"
"2016","All","35 and over","Not EU","Female","910","250","0.275"
"2017","All","35 and over","Not EU","Female","895","295","0.327"
"2018","All","35 and over","Not EU","Female","1020","300","0.292"
"2019","All","35 and over","Not EU","Female","1175","410","0.34800000000000003"
"2020","All","35 and over","Not EU","Female","1760","585","0.334"
"2021","All","35 and over","Not EU","Female","2910","710","0.243"
"2022","All","35 and over","Not EU","Female","4410","910","0.20700000000000002"
"2023","All","35 and over","Not EU","Female","3645","825","0.226"
"2006","All","17 and under","EU (excluding UK)","Female","7895","4355","0.551"
"2007","All","17 and under","EU (excluding UK)","Female","9035","5350","0.592"
"2008","All","17 and under","EU (excluding UK)","Female","7135","4415","0.619"
"2009","All","17 and under","EU (excluding UK)","Female","7735","4600","0.595"
"2010","All","17 and under","EU (excluding UK)","Female","8305","4620","0.557"
"2011","All","17 and under","EU (excluding UK)","Female","8575","4755","0.554"
"2012","All","17 and under","EU (excluding UK)","Female","8410","4705","0.559"
"2013","All","17 and under","EU (excluding UK)","Female","8655","5095","0.589"
"2014","All","17 and under","EU (excluding UK)","Female","10035","6155","0.613"
"2015","All","17 and under","EU (excluding UK)","Female","10865","6880","0.633"
"2016","All","17 and under","EU (excluding UK)","Female","11265","7045","0.625"
"2017","All","17 and under","EU (excluding UK)","Female","11420","7420","0.65"
"2018","All","17 and under","EU (excluding UK)","Female","11880","7830","0.659"
"2019","All","17 and under","EU (excluding UK)","Female","12235","7940","0.649"
"2020","All","17 and under","EU (excluding UK)","Female","12735","8475","0.666"
"2021","All","17 and under","EU (excluding UK)","Female","9105","5965","0.655"
"2022","All","17 and under","EU (excluding UK)","Female","8375","5160","0.616"
"2023","All","17 and under","EU (excluding UK)","Female","7540","4685","0.622"
"2006","All","18","EU (excluding UK)","Female","22695","13270","0.585"
"2007","All","18","EU (excluding UK)","Female","25640","15310","0.597"
"2008","All","18","EU (excluding UK)","Female","24070","14695","0.611"
"2009","All","18","EU (excluding UK)","Female","26570","16075","0.605"
"2010","All","18","EU (excluding UK)","Female","34410","19080","0.554"
"2011","All","18","EU (excluding UK)","Female","37725","21040","0.558"
"2012","All","18","EU (excluding UK)","Female","35465","20370","0.5740000000000001"
"2013","All","18","EU (excluding UK)","Female","37495","22040","0.588"
"2014","All","18","EU (excluding UK)","Female","40230","24785","0.616"
"2015","All","18","EU (excluding UK)","Female","45460","28805","0.634"
"2016","All","18","EU (excluding UK)","Female","49650","32475","0.654"
"2017","All","18","EU (excluding UK)","Female","46695","31350","0.671"
"2018","All","18","EU (excluding UK)","Female","48740","32990","0.677"
"2019","All","18","EU (excluding UK)","Female","50080","34165","0.682"
"2020","All","18","EU (excluding UK)","Female","49900","34115","0.684"
"2021","All","18","EU (excluding UK)","Female","33865","22105","0.653"
"2022","All","18","EU (excluding UK)","Female","29875","18385","0.615"
"2023","All","18","EU (excluding UK)","Female","28785","18305","0.636"
"2006","All","19","EU (excluding UK)","Female","15515","8365","0.539"
"2007","All","19","EU (excluding UK)","Female","19760","11140","0.5640000000000001"
"2008","All","19","EU (excluding UK)","Female","18015","10505","0.583"
"2009","All","19","EU (excluding UK)","Female","22150","12845","0.58"
"2010","All","19","EU (excluding UK)","Female","29615","15640","0.528"
"2011","All","19","EU (excluding UK)","Female","34645","18915","0.546"
"2012","All","19","EU (excluding UK)","Female","30870","17020","0.551"
"2013","All","19","EU (excluding UK)","Female","32655","18360","0.562"
"2014","All","19","EU (excluding UK)","Female","35340","20850","0.59"
"2015","All","19","EU (excluding UK)","Female","37955","23050","0.607"
"2016","All","19","EU (excluding UK)","Female","41455","26025","0.628"
"2017","All","19","EU (excluding UK)","Female","38830","25375","0.653"
"2018","All","19","EU (excluding UK)","Female","39775","26450","0.665"
"2019","All","19","EU (excluding UK)","Female","40630","27255","0.671"
"2020","All","19","EU (excluding UK)","Female","39930","27175","0.681"
"2021","All","19","EU (excluding UK)","Female","18000","11105","0.617"
"2022","All","19","EU (excluding UK)","Female","14585","8380","0.5740000000000001"
"2023","All","19","EU (excluding UK)","Female","14535","8350","0.5740000000000001"
"2006","All","20","EU (excluding UK)","Female","7555","3885","0.514"
"2007","All","20","EU (excluding UK)","Female","8730","4815","0.552"
"2008","All","20","EU (excluding UK)","Female","7885","4215","0.534"
"2009","All","20","EU (excluding UK)","Female","9090","4720","0.519"
"2010","All","20","EU (excluding UK)","Female","11670","5180","0.444"
"2011","All","20","EU (excluding UK)","Female","12495","5585","0.447"
"2012","All","20","EU (excluding UK)","Female","10555","4510","0.427"
"2013","All","20","EU (excluding UK)","Female","11355","5075","0.447"
"2014","All","20","EU (excluding UK)","Female","12395","5890","0.47500000000000003"
"2015","All","20","EU (excluding UK)","Female","13015","6490","0.499"
"2016","All","20","EU (excluding UK)","Female","13675","7310","0.534"
"2017","All","20","EU (excluding UK)","Female","12670","6990","0.552"
"2018","All","20","EU (excluding UK)","Female","12715","7375","0.58"
"2019","All","20","EU (excluding UK)","Female","12990","7690","0.592"
"2020","All","20","EU (excluding UK)","Female","12740","7810","0.613"
"2021","All","20","EU (excluding UK)","Female","5545","2970","0.535"
"2022","All","20","EU (excluding UK)","Female","4195","2105","0.501"
"2023","All","20","EU (excluding UK)","Female","3860","1955","0.507"
"2006","All","21 - 24","EU (excluding UK)","Female","12935","6560","0.507"
"2007","All","21 - 24","EU (excluding UK)","Female","13565","6765","0.499"
"2008","All","21 - 24","EU (excluding UK)","Female","11195","5570","0.498"
"2009","All","21 - 24","EU (excluding UK)","Female","12230","5710","0.467"
"2010","All","21 - 24","EU (excluding UK)","Female","15325","5865","0.383"
"2011","All","21 - 24","EU (excluding UK)","Female","15910","5940","0.373"
"2012","All","21 - 24","EU (excluding UK)","Female","12205","4390","0.36"
"2013","All","21 - 24","EU (excluding UK)","Female","12900","4820","0.374"
"2014","All","21 - 24","EU (excluding UK)","Female","12950","5180","0.4"
"2015","All","21 - 24","EU (excluding UK)","Female","13460","5385","0.4"
"2016","All","21 - 24","EU (excluding UK)","Female","13810","5745","0.41600000000000004"
"2017","All","21 - 24","EU (excluding UK)","Female","11930","5490","0.46"
"2018","All","21 - 24","EU (excluding UK)","Female","11935","5610","0.47000000000000003"
"2019","All","21 - 24","EU (excluding UK)","Female","11610","5710","0.492"
"2020","All","21 - 24","EU (excluding UK)","Female","10800","5600","0.519"
"2021","All","21 - 24","EU (excluding UK)","Female","5960","2555","0.429"
"2022","All","21 - 24","EU (excluding UK)","Female","4610","1885","0.40900000000000003"
