"Year","Achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","7 point(s)","Mixed","All","All","5","5"," ","0"
"2012","8 point(s)","Mixed","All","All","5","5"," ","0"
"2013","8 point(s)","Mixed","All","All","5","0"," ","0"
"2014","8 point(s)","Mixed","All","All","5","5"," ","0"
"2015","8 point(s)","Mixed","All","All","5","5"," ","0"
"2016","8 point(s)","Mixed","All","All","5","5"," ","0"
"2017","8 point(s)","Mixed","All","All","5","5"," ","0"
"2018","8 point(s)","Mixed","All","All","5","5"," ","0"
"2019","8 point(s)","Mixed","All","All","10","10"," ","0"
"2020","8 point(s)","Mixed","All","All","5","5"," ","0"
"2021","8 point(s)","Mixed","All","All","5","5"," ","0"
"2022","8 point(s)","Mixed","All","All","10","10","0.833","0"
"2023","8 point(s)","Mixed","All","All","10","10","1","0"
"2011","9 point(s)","Mixed","All","All","5","5"," ","0"
"2012","9 point(s)","Mixed","All","All","5","5"," ","0"
"2013","9 point(s)","Mixed","All","All","5","5"," ","0"
"2014","9 point(s)","Mixed","All","All","5","5"," ","0"
"2015","9 point(s)","Mixed","All","All","5","5"," ","0"
"2017","9 point(s)","Mixed","All","All","5","5"," ","0"
"2018","9 point(s)","Mixed","All","All","5","5"," ","0"
"2019","9 point(s)","Mixed","All","All","10","5"," ","0"
"2020","9 point(s)","Mixed","All","All","10","10","1","0"
"2021","9 point(s)","Mixed","All","All","10","10","0.909","0"
"2022","9 point(s)","Mixed","All","All","10","10","1","0"
"2023","9 point(s)","Mixed","All","All","20","20","0.9520000000000001","0"
"2010","10 point(s)","Mixed","All","All","5","5"," ","0"
"2011","10 point(s)","Mixed","All","All","10","10"," ","0"
"2012","10 point(s)","Mixed","All","All","5","5"," ","0"
"2013","10 point(s)","Mixed","All","All","5","5"," ","0"
"2014","10 point(s)","Mixed","All","All","10","5"," ","0"
"2015","10 point(s)","Mixed","All","All","10","10"," ","0"
"2016","10 point(s)","Mixed","All","All","10","10"," ","0"
"2017","10 point(s)","Mixed","All","All","10","5"," ","0"
"2018","10 point(s)","Mixed","All","All","10","5"," ","0"
"2019","10 point(s)","Mixed","All","All","5","5"," ","0"
"2020","10 point(s)","Mixed","All","All","5","5"," ","0"
"2021","10 point(s)","Mixed","All","All","10","10"," ","0"
"2022","10 point(s)","Mixed","All","All","20","15","0.833","0"
"2023","10 point(s)","Mixed","All","All","15","15","1","0"
"2010","11 point(s)","Mixed","All","All","5","5"," ","0"
"2011","11 point(s)","Mixed","All","All","5","5"," ","0"
"2012","11 point(s)","Mixed","All","All","5","5"," ","0"
"2013","11 point(s)","Mixed","All","All","5","5"," ","0"
"2014","11 point(s)","Mixed","All","All","5","5"," ","0"
"2015","11 point(s)","Mixed","All","All","10","10"," ","0"
"2016","11 point(s)","Mixed","All","All","10","10","1","0"
"2017","11 point(s)","Mixed","All","All","10","10","0.909","0"
"2018","11 point(s)","Mixed","All","All","10","5"," ","0"
"2019","11 point(s)","Mixed","All","All","10","10"," ","0"
"2020","11 point(s)","Mixed","All","All","15","15","1","0"
"2021","11 point(s)","Mixed","All","All","10","10","0.917","0"
"2022","11 point(s)","Mixed","All","All","15","15","1","0"
"2023","11 point(s)","Mixed","All","All","20","15","0.889","0"
"2010","12 point(s)","Mixed","All","All","10","5"," ","0"
"2011","12 point(s)","Mixed","All","All","10","10"," ","0"
"2012","12 point(s)","Mixed","All","All","10","10"," ","0"
"2013","12 point(s)","Mixed","All","All","15","15","0.867","0"
"2014","12 point(s)","Mixed","All","All","10","10"," ","0"
"2015","12 point(s)","Mixed","All","All","15","15","0.9410000000000001","0"
"2016","12 point(s)","Mixed","All","All","25","20","0.875","0"
"2017","12 point(s)","Mixed","All","All","20","20","0.9","0"
"2018","12 point(s)","Mixed","All","All","25","25","0.96","0"
"2019","12 point(s)","Mixed","All","All","20","20","0.9520000000000001","0"
"2020","12 point(s)","Mixed","All","All","35","35","0.917","0"
"2021","12 point(s)","Mixed","All","All","60","50","0.864","0"
"2022","12 point(s)","Mixed","All","All","35","30","0.914","0"
"2023","12 point(s)","Mixed","All","All","45","40","0.9530000000000001","0"
"2022","6 point(s)","Other","All","All","5","5"," ","0"
"2022","7 point(s)","Other","All","All","5","5"," ","0"
"2023","7 point(s)","Other","All","All","5","5"," ","0"
"2014","8 point(s)","Other","All","All","5","0"," ","0"
"2015","8 point(s)","Other","All","All","5","0"," ","0"
"2016","8 point(s)","Other","All","All","5","5"," ","0"
"2022","8 point(s)","Other","All","All","5","0"," ","0"
"2017","9 point(s)","Other","All","All","5","5"," ","0"
"2018","9 point(s)","Other","All","All","5","5"," ","0"
"2020","9 point(s)","Other","All","All","5","0"," ","0"
"2021","9 point(s)","Other","All","All","5","0"," ","0"
"2022","9 point(s)","Other","All","All","5","0"," ","0"
"2023","9 point(s)","Other","All","All","10","5"," ","0"
"2016","10 point(s)","Other","All","All","5","5"," ","0"
"2018","10 point(s)","Other","All","All","5","5"," ","0"
"2019","10 point(s)","Other","All","All","5","5"," ","0"
"2020","10 point(s)","Other","All","All","5","5"," ","0"
"2021","10 point(s)","Other","All","All","5","5"," ","0"
"2022","10 point(s)","Other","All","All","10","10"," ","0"
"2023","10 point(s)","Other","All","All","10","5"," ","0"
"2011","11 point(s)","Other","All","All","5","0"," ","0"
"2013","11 point(s)","Other","All","All","5","5"," ","0"
"2015","11 point(s)","Other","All","All","5","5"," ","0"
"2017","11 point(s)","Other","All","All","5","5"," ","0"
"2019","11 point(s)","Other","All","All","5","5"," ","0"
"2020","11 point(s)","Other","All","All","5","5"," ","0"
"2021","11 point(s)","Other","All","All","5","5"," ","0"
"2022","11 point(s)","Other","All","All","5","5"," ","0"
"2023","11 point(s)","Other","All","All","5","5"," ","0"
"2010","12 point(s)","Other","All","All","5","5"," ","0"
"2013","12 point(s)","Other","All","All","5","5"," ","0"
"2014","12 point(s)","Other","All","All","10","5"," ","0"
"2015","12 point(s)","Other","All","All","5","0"," ","0"
"2016","12 point(s)","Other","All","All","5","5"," ","0"
"2017","12 point(s)","Other","All","All","5","5"," ","0"
"2018","12 point(s)","Other","All","All","5","5"," ","0"
"2019","12 point(s)","Other","All","All","5","5"," ","0"
"2020","12 point(s)","Other","All","All","10","10"," ","0"
"2021","12 point(s)","Other","All","All","15","10"," ","0"
"2022","12 point(s)","Other","All","All","10","10","0.833","0"
"2023","12 point(s)","Other","All","All","10","10","0.833","0"
"2017","8 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2023","8 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2010","9 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2017","9 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2018","9 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2022","9 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2023","9 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2020","10 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2021","10 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2022","10 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2023","10 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2016","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2018","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2019","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2020","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2022","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2010","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2011","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2013","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2015","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2016","12 point(s)","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2017","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2018","12 point(s)","Unknown or Prefer Not To Say","All","All","10","5"," ","0"
"2019","12 point(s)","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2020","12 point(s)","Unknown or Prefer Not To Say","All","All","15","10","0.923","0"
"2021","12 point(s)","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2022","12 point(s)","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2023","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2010","All","White","All","All","1325","1220","0.923","0"
"2011","All","White","All","All","1445","1345","0.928","0"
"2012","All","White","All","All","1430","1300","0.91","0"
"2013","All","White","All","All","1600","1485","0.927","0"
"2014","All","White","All","All","1595","1480","0.927","0"
"2015","All","White","All","All","1650","1530","0.928","0"
"2016","All","White","All","All","1600","1475","0.923","0"
"2017","All","White","All","All","1645","1525","0.927","0"
"2018","All","White","All","All","1670","1555","0.929","0"
"2019","All","White","All","All","1550","1465","0.9430000000000001","0"
"2020","All","White","All","All","1725","1605","0.93","0"
"2021","All","White","All","All","1940","1810","0.933","0"
"2022","All","White","All","All","1915","1765","0.923","0"
"2023","All","White","All","All","1950","1845","0.9460000000000001","0"
"2011","All","Black","All","All","10","10"," ","0"
"2012","All","Black","All","All","10","5"," ","0"
"2013","All","Black","All","All","15","15","0.867","0"
"2014","All","Black","All","All","10","10","1","0"
"2015","All","Black","All","All","10","10"," ","0"
"2016","All","Black","All","All","15","15","0.933","0"
"2017","All","Black","All","All","15","15","0.929","0"
"2018","All","Black","All","All","25","25","0.885","0"
"2019","All","Black","All","All","20","20","0.9500000000000001","0"
"2020","All","Black","All","All","45","40","0.909","0"
"2021","All","Black","All","All","40","35","0.857","0"
"2022","All","Black","All","All","45","40","0.913","0"
"2023","All","Black","All","All","80","75","0.962","0"
"2010","All","Asian","All","All","75","65","0.867","0"
"2011","All","Asian","All","All","80","70","0.85","0"
"2012","All","Asian","All","All","100","80","0.806","0"
"2013","All","Asian","All","All","95","80","0.849","0"
"2014","All","Asian","All","All","95","90","0.9380000000000001","0"
"2015","All","Asian","All","All","145","130","0.889","0"
"2016","All","Asian","All","All","145","125","0.87","0"
"2017","All","Asian","All","All","160","145","0.888","0"
"2018","All","Asian","All","All","165","145","0.896","0"
"2019","All","Asian","All","All","180","165","0.922","0"
"2020","All","Asian","All","All","250","220","0.884","0"
"2021","All","Asian","All","All","240","205","0.847","0"
"2022","All","Asian","All","All","305","275","0.902","0"
"2023","All","Asian","All","All","360","340","0.9420000000000001","0"
"2010","All","Mixed","All","All","25","20","0.792","0"
"2011","All","Mixed","All","All","35","35","0.9440000000000001","0"
"2012","All","Mixed","All","All","35","30","0.879","0"
"2013","All","Mixed","All","All","35","30","0.882","0"
"2014","All","Mixed","All","All","45","35","0.783","0"
"2015","All","Mixed","All","All","55","50","0.86","0"
"2016","All","Mixed","All","All","55","50","0.926","0"
"2017","All","Mixed","All","All","60","50","0.881","0"
"2018","All","Mixed","All","All","55","50","0.893","0"
"2019","All","Mixed","All","All","60","55","0.915","0"
"2020","All","Mixed","All","All","80","75","0.9380000000000001","0"
"2021","All","Mixed","All","All","100","90","0.891","0"
"2022","All","Mixed","All","All","110","100","0.926","0"
"2023","All","Mixed","All","All","125","115","0.9430000000000001","0"
"2010","All","Other","All","All","5","5"," ","0"
"2011","All","Other","All","All","5","5"," ","0"
"2012","All","Other","All","All","5","5"," ","0"
"2013","All","Other","All","All","10","10"," ","0"
"2014","All","Other","All","All","15","10","0.714","0"
"2015","All","Other","All","All","15","10","0.733","0"
"2016","All","Other","All","All","15","15","0.882","0"
"2017","All","Other","All","All","15","15","0.867","0"
"2018","All","Other","All","All","15","15","1","0"
"2019","All","Other","All","All","20","20","0.9470000000000001","0"
"2020","All","Other","All","All","25","25","0.852","0"
"2021","All","Other","All","All","30","20","0.733","0"
"2022","All","Other","All","All","40","35","0.833","0"
"2023","All","Other","All","All","45","35","0.837","0"
"2010","All","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2011","All","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2012","All","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2013","All","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2014","All","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2015","All","Unknown or Prefer Not To Say","All","All","10","5"," ","0"
"2016","All","Unknown or Prefer Not To Say","All","All","15","15","0.875","0"
"2017","All","Unknown or Prefer Not To Say","All","All","20","20","0.857","0"
"2018","All","Unknown or Prefer Not To Say","All","All","25","20","0.833","0"
"2019","All","Unknown or Prefer Not To Say","All","All","25","20","0.87","0"
"2020","All","Unknown or Prefer Not To Say","All","All","25","20","0.917","0"
"2021","All","Unknown or Prefer Not To Say","All","All","20","15","0.789","0"
"2022","All","Unknown or Prefer Not To Say","All","All","30","20","0.759","0"
"2023","All","Unknown or Prefer Not To Say","All","All","25","20","0.9570000000000001","0"
"2011","3 point(s)","All","All","All","5","5"," ","0"
"2017","3 point(s)","All","All","All","5","5"," ","0"
"2020","3 point(s)","All","All","All","5","0"," ","0"
"2021","3 point(s)","All","All","All","5","0"," ","0"
"2022","3 point(s)","All","All","All","5","5"," ","0"
