"Year","Refugee and asylum seeker status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Wales","Female","All","Main scheme application","10","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","20","England","Female","All","Main scheme application","245","145","0.587","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Scotland","Female","All","Main scheme application","15","10"," ","0"
"2023","I'm currently seeking asylum in the UK","20","England","Female","All","Main scheme application","50","25","0.542","0"
"2023","I'm currently seeking asylum in the UK","20","Scotland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","20","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","20","England","Female","All","Main scheme application","270","170","0.642","0"
"2023","Not declared","20","Scotland","Female","All","Main scheme application","20","15","0.714","0"
"2023","Not declared","20","Wales","Female","All","Main scheme application","5","5"," ","0"
"2023","No","21 - 24","Northern Ireland","Female","All","Main scheme application","820","425","0.52","0"
"2023","No","21 - 24","England","Female","All","Main scheme application","17305","9555","0.552","0"
"2023","No","21 - 24","Scotland","Female","All","Main scheme application","3925","2455","0.626","0"
"2023","No","21 - 24","Wales","Female","All","Main scheme application","1475","945","0.639","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Northern Ireland","Female","All","Main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","England","Female","All","Main scheme application","260","135","0.513","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Scotland","Female","All","Main scheme application","50","30","0.646","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Wales","Female","All","Main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Northern Ireland","Female","All","Main scheme application","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","England","Female","All","Main scheme application","425","225","0.529","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Scotland","Female","All","Main scheme application","55","35","0.589","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Wales","Female","All","Main scheme application","15","5"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","England","Female","All","Main scheme application","75","35","0.452","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Scotland","Female","All","Main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Wales","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","Female","All","Main scheme application","15","10"," ","0"
"2023","Not declared","21 - 24","England","Female","All","Main scheme application","560","285","0.51","0"
"2023","Not declared","21 - 24","Scotland","Female","All","Main scheme application","55","30","0.5740000000000001","0"
"2023","Not declared","21 - 24","Wales","Female","All","Main scheme application","25","10","0.435","0"
"2023","No","25 - 29","Northern Ireland","Female","All","Main scheme application","330","155","0.465","0"
"2023","No","25 - 29","England","Female","All","Main scheme application","8065","4440","0.551","0"
"2023","No","25 - 29","Scotland","Female","All","Main scheme application","2135","1320","0.619","0"
"2023","No","25 - 29","Wales","Female","All","Main scheme application","705","415","0.592","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","England","Female","All","Main scheme application","175","80","0.47100000000000003","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Scotland","Female","All","Main scheme application","15","10"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Wales","Female","All","Main scheme application","15","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","England","Female","All","Main scheme application","175","85","0.492","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","Scotland","Female","All","Main scheme application","20","10","0.526","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","Wales","Female","All","Main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","England","Female","All","Main scheme application","40","10","0.3","0"
"2023","Not declared","25 - 29","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","Not declared","25 - 29","England","Female","All","Main scheme application","365","210","0.5700000000000001","0"
"2023","Not declared","25 - 29","Scotland","Female","All","Main scheme application","25","15","0.708","0"
"2023","Not declared","25 - 29","Wales","Female","All","Main scheme application","15","5"," ","0"
"2023","No","30 - 34","Northern Ireland","Female","All","Main scheme application","210","100","0.481","0"
"2023","No","30 - 34","England","Female","All","Main scheme application","5670","3235","0.5700000000000001","0"
"2023","No","30 - 34","Scotland","Female","All","Main scheme application","1305","860","0.661","0"
"2023","No","30 - 34","Wales","Female","All","Main scheme application","460","285","0.62","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Northern Ireland","Female","All","Main scheme application","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","England","Female","All","Main scheme application","140","70","0.511","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Scotland","Female","All","Main scheme application","15","10","0.6880000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Wales","Female","All","Main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","Northern Ireland","Female","All","Main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","England","Female","All","Main scheme application","170","70","0.40700000000000003","0"
